food_code,food_name,scientific_name,local_name,food_group,no._of_regions,tags,energy_kcal,moisture,total_fat,dietary_fiber,carbohydrate,protein,essential_amino_acids,saturated_fatty_acids,unsaturated_fatty_acids,essential_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,free_sugars,aluminium_(al),calcium_(ca),chromium_(cr),iron_(fe),magnesium_(mg),phosphorus_(p),potassium_(k),sodium_(na),zinc_(zn)
D050,"French beans, hybrid",Phaseolus vulgaris,A. French bean; E. Green beans; G. Fansi; H. Bakla; Kan. Huruli kayi; Kash. Hyambi; Kh. Presbin; Mal. Beans; Mar. Pharasebee; N. Ghiu Simi; O. Beans; P. Fras bean; Tam. Vidaiavarai; Tel. Sannachikkudu; U. Beans.,Other Vegetables,2,vegetarian eggetarian fishetarian veg,22.227,90.11,0.19,4.18,2.63,2.12,1.870264,0.0668,0.14685,0.13496,0.01185,0.135,1.0,0.0,0.0499,4e-06,0.00098,0.03498,0.0459,0.317,0.00918,0.00037
D051,"Jack fruit, raw",Artocarpus heterophyllus,A. Kothal; B. Kanthal; E. Jackfruit; G. Phanas; H. Kathal; Kash. Bindu; Kan. Halasu; Kh. Soh phan; M. Theibong; Mal. Chakka; Mar. Phanas; N. Katahar; O. Panasa; P. Kathal ki beej; S. Panasa; Tam. Palapazham; Tel. Panasa; U. Kathahal.,Other Vegetables,5,vegetarian eggetarian fishetarian veg,26.29,85.52,0.35,7.69,3.48,1.98,1.811898,0.04736,0.222,0.10724,0.115,0.107,2.02,0.0,0.04574,4e-06,0.00031,0.0266,0.02778,0.327,0.00353,0.00017
D052,"Jack fruit, seed, mature",Artocarpus heterophyllus,A. Kothal guti; B. Kanthal; E. Jackfruit; G. Phanas; H. Kathal; Kan. Halasu; Kash. Bindu; Kh. Shyieng soh phan; Mal. Chakka; M. Theibong Maru; Mar. Phanas; N. Katahar; P. Kathal; S. Panasa; Tam. Palakkottai; Tel. Panasa; U. Kathahal.,Other Vegetables,5,vegetarian eggetarian fishetarian veg,76.958,72.32,0.44,8.63,11.81,5.79,5.528871,0.146,0.19721,0.18051,0.01621,0.181,2.23,0.0,0.03756,1e-06,0.00037,0.03704,0.02933,0.376,0.004,0.00029
D053,Knol - Khol,Brassica oleracea,A. Oolkobi; B. Olkopi; E. Wild cabbage; G. Nol-kol; H. Kohl-rabi; Kan. Noolkol; Kash. Monjh haak; Kh. Phan kubi; Mal. Noolkol; M. Kobi Maru Kabi; Mar. Nol-kol; N. Gyathkopi; O. Ulkobi; P. Ganth gobi; Tam. Knoolkol; Tel. Noolkol.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,16.012999999999998,93.14,0.35,2.75,1.39,1.58,1.486306,0.0974,0.16162,0.13043,0.03162,0.13,0.43,0.0,0.03526,4e-06,0.00024,0.01905,0.04077,0.327,0.02746,0.00015
D054,"Kovai, big",Coccinia cordifolia,"A. Kunduli; B. Telakucha; E. Ivy gourd, Scarlet gourd; G. Ghole gluru; H. Konduri, Kowai; Kan. Tondekayi; Kh. Jhur thliem; Mal. Kova kai; Mar. Tondale; O. Kunduru; Tam. Kova kai; Tel. Donda kaya; U. Tindli.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,17.447,92.78,0.24,3.0,2.01,1.39,1.372625,0.06884,0.10317,0.09882,0.00435,0.09882,0.98,2e-05,0.03439,3e-06,0.00038,0.0196,0.0369,0.198,0.00153,0.00018
D055,"Kovai, small",Coccinia cordifolia,"A. Kunduli; B. Telakucha; E. Ivy gourd, Scarlet gourd; G. Ghole gluru; H. Konduri, Kowai; Kan. Tondekayi; Kh. Jhur thliem; Mal. Kova kai; Mar. Tondale; O. Kunduru; Tam. Kova kai; Tel. Donda kaya; U. Tindli.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,19.12,92.4,0.24,3.25,2.41,1.22,1.19194,0.07533,0.11651,0.11217,0.00451,0.112,1.07,0.0,0.03712,2e-06,0.00029,0.01887,0.02629,0.167,0.0022,0.00013
D056,Ladies finger,Abelmoschus esculentus,"A. Bhendi; B. Dherosh; E. Okra, Okro, Ochro; G. Bhinda; H. Bhindi; Kan. Bende; Kash. Bindi; Kh. bindi; Mal. Vendakkai; M. Belandri; Mar. Bhendi; N. Ramtoriya; O. Bhendi; P. Bhindi; S. Bhindikaa; Tam. Vendaikkai; Tel. Bendakaya; U. Bhendi.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,27.485,89.06,0.22,4.08,3.62,2.08,1.767168,0.06937,0.1171,0.1092,0.0081,0.109,0.48,0.00015,0.08612,5e-06,0.00084,0.0661,0.05748,0.263,0.00737,0.00045
D057,"Mango, green, raw",Mangifera indica,A. Keasa aam; B. Aam (kancha); G. Ambo; H. Katcha Aam; Kan. Mavinakayi; Kash. Kach Aamb; Kh. Soh pieng im; Mal. Manga; M. Heinou Ashangba; Mar. Amba; O. Ambu (kacha); P. Kaccha aam; Tam. Mangai; Tel. Mamidikaya; U. Kaccha aam.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,48.995,85.14,0.08,3.01,10.59,0.69,0.659295,0.02728,0.03938,0.03014,0.00925,0.03013,2.42,2e-05,0.027,1e-05,0.0004,0.01754,0.01492,0.147,0.03315,9e-05
D058,"Onion, stalk",Allium cepa,"A. Piyaj paat; B. Piyaz kali; E. Spring onion, Onion greens; G. Dunglina dakkadi (Onion dakkadi); H. Pyaz; Kan. Erulli soppu; Kash. Pichiganda; Kh. Sla piat; Mal. Ulli thandu; M. Tilhou mana; Mar. Pati; N. Chhayapi ko Saag; O. Piaja sandha; P. Hare pyaaz; Tam. Vengaya thaal; Tel. Ulli kadalu; U. Hari pyaaz.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,25.573,88.35,0.26,5.21,2.99,2.07,1.964016,0.09208,0.1045,0.09898,0.00552,0.09898,0.41,0.00126,0.03112,5.9e-05,0.00309,0.06671,0.02853,0.312,0.01552,0.00099
D059,"Papaya, raw",Carica papaya,"A. Kesa omita; B. Pempe (Kacha); E. Papaw, Pawpaw; G. Papayi; H. Katcha pepita; Kan. Parangi; Kh. Soh kymphor im; Kash. Papita; Kon. Dudde; Mal. Omakaya; M. Awathabi Ashangba; Mar. Papaya; O. Amrutabhanda; P. Katcha Pepita; Tam. Pappalikkaai; Tel. Boppayi kaya; U. Papaya.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,23.9,92.04,0.23,2.28,4.4,0.5,0.3754,0.06915,0.12017,0.07564,0.04453,0.07564,3.63,1e-05,0.02272,3e-06,0.0002,0.01503,0.02411,0.173,0.00755,8e-05
D060,Parwar,Trichosanthes dioica,A. Potol; B. Potol; E. Pointed gourd; G. Padval; H. Parwal; Kan. Mara thonde; Kh. Patol rit; Mal. Kovakkai; Mar. Parwar; O. Potala; P. Parwal; Tel. Kommu potla; U. Parwal.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,24.139,91.57,0.3,2.61,3.54,1.4,1.35142,0.09593,0.12519,0.11222,0.01319,0.112,0.37,6e-05,0.03076,1.3e-05,0.0005,0.02459,0.03381,0.117,0.00229,0.00023
D061,"Peas, fresh",Pisum sativum,"A. Matar mah; B. Motor shuti; G., Mar. Vatana; Kash. Kaza; O. Matara; H. Matar; Kan., Tel. Batani; Kash. Matar; Kh. Mator; M. Hawai tharaak; P. Hare matar; Mal., Tam. Paccha pattani.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,81.25999999999999,73.37,0.13,6.32,11.88,7.25,6.756275,0.01901,0.08499,0.05624,0.02875,0.05624,0.97,6e-05,0.02824,2e-06,0.00158,0.04011,0.05595,0.249,0.00366,0.00109
D062,"Plantain, flower",Musa x paradisiaca,A. Koldil; B. Mocha; E. Banana flower; G. Kel phool; H. Kele-ka phool; Kan. Bale motho; Kh. Pashor kait; Mal. Vazhapoo; M. Lafu Tharo; Mar. Kel phool; O. Kadali bhanda; P. Kele-da-phool; Tam. Vazhapoo; Tel. Arati puvvu; U. Kela ka phool.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,21.271,89.14,0.63,5.25,2.15,1.47,1.37004,0.273,0.22969,0.19808,0.03169,0.198,0.17,2e-05,0.03406,5e-06,0.0004,0.03976,0.04731,0.488,0.00751,0.00042
D063,"Plantain, green",Musa x paradisiaca,A. Kaskol/Purakol; B. Kela (kanch); E. Cooking banana; G. Kela; H. Kele (hara); Kan. Bale kayi; Kash. Kham kael; Kh. Kait im; Mal. Vazhakkai; M. Laphoi Ashangba; M. Laphoi Ashangba; Mar. Kel (hara); N. Bungo; O. Bantala kadali; P. Kela (hara); S. Rambhaa ; Tam. Vazhakkaai; Tel. Arati kayi; U. Kaccha kela.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,79.826,76.15,0.23,3.6,17.58,1.18,1.04312,0.05713,0.12321,0.10666,0.01621,0.107,0.86,6e-05,0.0138,1.2e-05,0.00034,0.03564,0.03169,0.402,0.01857,0.00023
D064,"Plantain, stem",Musa x paradisiaca,A. Posola; B. Thor; E. Banana stem; G. Kelanu thed; H. Kele-ka-tana; Kan. Bele Dindu; Kh. Nud kait; Mal. Unnipindi; M. Lafu; Mar. Kelicha khunt; O. Kadali manja; P. Kele da tana; Tam. Vazhai thandu; Tel. Arati doota.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,39.435,87.53,0.16,2.12,8.64,0.35,0.32263,0.02745,0.03121,0.0285,0.00271,0.0285,0.65,2e-05,0.01124,1.5e-05,0.00026,0.03282,0.01631,0.373,0.02317,0.00014
D065,"Pumpkin, green, cylindrical",Cucurbita maxima,A. Rongalao; B. Kumro; G. Kohlu; H. Kaddu; Kan. Kumbala kash; Kash. Paarimal; Kh. Pathaw; Mal. Mathan; M. Mairen; Mar. Lal bhopla; N. Farsi; O. Kakharu; P. Kaddu; S. Kummaandah; Tam. Parangikkai; Tel. Gummadi kaya; U. Kaddu.,Other Vegetables,1,vegetarian eggetarian fishetarian veg,24.617,91.73,0.18,2.53,4.22,0.87,0.76995,0.05332,0.09068,0.06551,0.02517,0.06551,2.9,0.0,0.0241,4e-06,0.00029,0.01327,0.02451,0.186,0.00521,0.00014
D066,"Pumpkin, orange, round",Cucurbita maxima,A. Rongalao; B. Kumro; G. Kohlu; H. Kaddu; Kan. Kumbala kash; Kash. Paarimal; Kh. Pathaw saw; Mal. Mathan; M. Mairen; Mar. Lal bhopla; N. Farsi; O. Kakharu; P. Kaddu; S. Kummaandah; Tam. Parangikkai; Tel. Gummadi; U. Kaddu.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,23.183,91.85,0.16,2.56,4.0,0.84,0.754824,0.04458,0.08475,0.06274,0.02202,0.06273,2.97,5e-05,0.02306,2e-06,0.00036,0.01043,0.02218,0.253,0.00881,0.00011
D067,"Red gram, tender, fresh",Cajanus cajan,E. Pigeon pea; H. Arhar ki fali; Tam. Thuvarai; Tel. Pacchi Kandulu; U. Hara tuvar.,Other Vegetables,1,vegetarian eggetarian fishetarian veg,124.28,64.0,0.92,5.9,19.46,8.09,7.826266,0.211,0.52513,0.47424,0.05113,0.474,0.55,0.0,0.05858,0.0,0.00118,0.05695,0.141,0.616,0.00254,0.0011
D068,Ridge gourd,Luffa acutangula,"A. Jikaa; B. Jhinge; E. Luffa, Loofah; G. Turia; H. Torai; Kan. Heeraikai; Kash. Turrel ; Kh. Jingka; Kon. Gurdudde; Mal. Peechinga; M. Sebot; Mar. Dodka; O. Janhi; P. Kali tori; Tam. Peerkankai; Tel. Beera kaya; U. Turai.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,13.145,94.99,0.14,1.81,1.72,0.91,0.830102,0.05449,0.05765,0.05508,0.00257,0.05508,0.62,3e-05,0.0137,3e-06,0.00042,0.01615,0.03306,0.118,0.00471,0.00022
D069,"Ridge gourd, smooth skin",Luffa acutangula,"A. Bhol; B. Jhinge; E. Luffa, Loofah; G. Turia; H. Torai; Kan. Heeraikai; Kash. Turrel; Kh. Jingka; Kon. Gurdudde; Mal. Peechinga; M. Sebot; Mar. Dodka; O. Janchi; P.  Kali tori; Tam. Peerkankai; Tel. Beera kaya; U. Turai.",Other Vegetables,3,vegetarian eggetarian fishetarian veg,15.296,94.27,0.13,1.85,2.24,0.98,0.912576,0.04307,0.06093,0.05798,0.00295,0.05798,0.41,7e-05,0.01496,3e-06,0.0005,0.01766,0.03925,0.125,0.00627,0.00026
D070,"Snake gourd, long, pale green",Trichosanthes anguina,A. Dhunduli; B. Chichinga; G. Pandola; H. Chachinda; Kan. Podavala; Kh. Jingka; Mal. Padavalanga; Mar. Padwal; N. Chichindo; O. Chachinda; P. Galartori; S. Cicinndda; Tam. Pudalangai; Tel. Potla kaya; U. Chichinda.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,12.428,94.81,0.25,2.27,1.27,0.98,0.861322,0.0949,0.10243,0.09755,0.00489,0.09754,0.42,3e-05,0.0246,2e-06,0.00032,0.0187,0.02327,0.1,0.00707,0.00014
D071,"Snake gourd, long, dark green",Trichosanthes anguina,A. Dhunduli; B. Chichinga; G. Pandola; H. Chachinda; Kan. Podavala; Kh. Jingka; Mal. Padavalanga; Mar. Padwal; N. Chichindo; O. Chachinda; P. Galartori; S. Cicinndda; Tam. Pudalangai; Tel. Potla kaya; U. Chichinda.,Other Vegetables,2,vegetarian eggetarian fishetarian veg,11.95,94.92,0.25,2.27,1.23,0.89,0.824941,0.09587,0.10413,0.09936,0.00477,0.09936,0.45,0.0,0.02711,2e-06,0.00047,0.0217,0.03103,0.104,0.00504,0.0002
D072,"Snake gourd, short",Trichosanthes anguina,A. Dhunduli; B. Chichinga; G. Pandola; H. Chachinda; Kan. Podavala; Kh. Jingka; Mal. Padavalanga; Mar. Padwal; N. Chichindo; O. Chachinda; P. Galartori; S. Cicinndda; Tam. Pudalangai; Tel. Potla kaya; U. Chichinda.,Other Vegetables,1,vegetarian eggetarian fishetarian veg,14.579,94.35,0.26,2.29,2.15,0.54,0.476442,0.1,0.10796,0.10511,0.00296,0.105,0.46,0.0,0.0179,1e-06,0.0002,0.01507,0.02133,0.084,0.0025,0.00011
D073,"Tinda, tender",Praecitrullus fistulosus,"E. Indian squash, Round melon, Indian round gourd, Apple gourd, Indian baby pumpkin; G. Tadabuch; H. Tinda; Kan. Thondekkai; Kash. Tinda; Mar. Dhemase; N. Tinda; P. Tinda; U. Tinde.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,13.862,94.41,0.17,2.0,1.9,1.02,0.916266,0.04897,0.08239,0.07685,0.00628,0.07611,0.44,3e-05,0.01968,4e-06,0.00041,0.01896,0.03037,0.05618,0.02061,0.0002
D074,"Tomato, green",Lycopersicon esculentum,A. Kesa bilahi; B. Kacha Tomato; H. Tamator ; Kan. Goore Hannu; Kash. Rowagun; Kh. Soh saw jyrngam; Mal. Takkali; M. Khamen Ashinba; Mar. Hara velvangi; O. Bilati Baigan; P. Kaccha tamator; Tam. Thakkali kai; Tel. Ramamulagakaya; U. Kaccha tamatar.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,20.793,93.21,0.27,1.62,3.18,1.12,0.940912,0.04691,0.14591,0.10902,0.03691,0.109,0.83,0.0,0.00849,2.8e-05,0.00042,0.01357,0.0225,0.225,0.01311,0.00016
D075,"Tomato, ripe, hybrid",Lycopersicon esculentum,A. Poka bilahi; B. Tomato; G. Tameta; H. Tamator; Kan. Goore Hannu; Kash. Rowangun; Kh. Soh saw dkhar; Mal. Takkali pazham; M. Khamen ashinba; Mar. Velvangi; O. Bilati baigan; P. Pakke tamator; S. Rakta phalam; N. Gholobheda; Tam. Takkali pazham; Tel. Ramamulagakaya; U. Pakka tamatar.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,18.881,93.79,0.25,1.58,3.2,0.76,0.712956,0.04765,0.1495,0.1187,0.0305,0.119,1.82,2e-05,0.0089,3e-06,0.00022,0.01186,0.01545,0.167,0.01186,0.00011
D076,"Tomato, ripe, local",Lycopersicon esculentum,A. Poka bilahi; B. Tomato; G. Tameta; H. Tamator; Kan. Goore Hannu; Kash. Rowangun; Mal. Takkali pazham; M. Khamen ashinba; Mar. Velvangi; N. Gholobheda; O. Bilati Baigan; P. Pakke tamator; S. Rakta phalam; Kh. Soh saw khasii; Tam. Takkali pazham; Tel. Ramamulagakaya; U. Pakka tamatar.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,19.598,93.62,0.47,1.77,2.71,0.9,0.87759,0.07956,0.26666,0.20859,0.05866,0.208,1.34,2e-05,0.01017,5e-06,0.0003,0.01365,0.01877,0.204,0.00973,0.00012
D077,"Zucchini, green",Cucurbita pepo,"B. Dhudul; E. Courgette, Summer squash; H. Sabed kaddu; Kan. Dilpasand; Kash. Kaashiral; Mar. Kashi bhopla; O. Golu phubi kakuri; Tam. Seemai suraikayi.",Other Vegetables,2,vegetarian eggetarian fishetarian veg,20.076,92.83,0.51,2.3,2.33,1.1,1.0076,0.119,0.28883,0.25072,0.03783,0.251,0.14,0.0,0.01726,2e-06,0.00052,0.01541,0.02138,0.178,0.0004,0.00029
D078,"Zucchini, yellow",Cucurbita pepo,"B. Dhudul; E. Courgette, Summer squash; H. Sabed kaddu; Kan. Dilpasand; Kash. Kaashiral; Mar. Kashi bhopla; O. Golu phubi kakuri; Tam. Seemai suraikayi.",Other Vegetables,2,vegetarian eggetarian fishetarian veg,18.881,93.15,0.44,1.84,2.2,1.31,1.222885,0.05692,0.13532,0.11442,0.02132,0.114,0.29,0.0,0.02098,3e-06,0.00034,0.01082,0.03203,0.131,0.00039,0.00027
E001,"Apple, big",Malus domestica,"A. Apel; B. Sev; G. Safarjan; H. Sev; Kan. Sebu; Kash. Tsoonth; Kh. Soh apple saw; Mal., Tam. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tel. Sepu/Sema regu; U. Saib.",Fruits,6,vegetarian eggetarian fishetarian veg,62.379,83.01,0.64,2.59,13.11,0.29,0.255896,0.154,0.33313,0.28163,0.05113,0.282,9.53,0.00012,0.01368,7e-06,0.00026,0.00809,0.01044,0.116,0.00143,9e-05
E002,"Apple, green",Malus domestica,A. Apel; B. Sev; G. Lila safarjan; H. Sev; Kan. Sebu; Kash. Tsoonth; Kh. Soh apple Jyrngam; Mal. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tam. Apple pazham; Tel. Sepu/Sema regu; U. Saib.,Fruits,6,vegetarian eggetarian fishetarian veg,51.146,85.54,0.5,2.54,10.65,0.46,0.408572,0.116,0.26399,0.22273,0.04099,0.223,8.39,0.0,0.00653,2e-06,0.0002,0.00542,0.00748,0.09455,0.00147,8e-05
E003,"Apple, small",Malus domestica,A. Apel; B. Sev; G. Safarjan; H. Sev; Kan. Sebu; Kash. Tsoonth; Kh. Soh apple saw; Mal. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tam. Apple pazham; Tel. Sepu/Sema regu; U. Saib.,Fruits,6,vegetarian eggetarian fishetarian veg,63.813,82.91,0.53,2.06,13.95,0.31,0.271653,0.149,0.27096,0.22452,0.04696,0.224,9.8,3e-05,0.00539,5e-06,0.00025,0.00548,0.00839,0.1,0.00145,5e-05
E004,"Apple, small, Kashmir",Malus sylvestris,A. Apel; B. Sev; G. Safarjan; H. Sev; Kan. Seb; Kash. Tsoonth; Kh. Soh apple saw; Mal. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tam. Apple pazham; Tel. Sepu/Sema regu; U. Saib.,Fruits,1,vegetarian eggetarian fishetarian veg,64.291,82.79,0.6,2.07,13.99,0.27,0.230607,0.176,0.30363,0.25261,0.05063,0.253,9.15,0.0,0.00472,7e-06,0.00021,0.00519,0.01072,0.106,0.00122,8e-05
E005,"Apricot, dried",Prunus armeniaca,A. Malhoi; B. Suska khubani; G. Jardaloo (Suka velu); H. Khoomani; Kan. Jaldaru Hannu; Kash. Tser; Mal. Sheema bedhaam pazham; M. Malhei; Mar. Jardaalu; N. Khattu; P. Kharamani; Tel. Seema Badam/ Jallaru Pandu; Tam. Sakkarai badhami; U. Khubaani.,Fruits,6,vegetarian eggetarian fishetarian veg,315.719,16.68,0.74,3.32,72.63,3.17,2.423782,0.2,0.404,0.28591,0.118,0.286,25.72,0.00051,0.02857,1.6e-05,0.0025,0.01404,0.07202,0.285,0.00394,0.00041
E006,"Apricot, processed",Prunus armeniaca,A. Malhoi; B. Suska khubani; G. Jardaloo; H. Khoomani; Kan. Jaldaru Hannu; Kash. Tser; Mal. Sheema bedhaam pazham; M. Malhei; Mar. Jardaalu; N. Khattu; P. Kharamani; Tam. Sakkarai badhami; Tel. Seema Badam/ Jallaru Pandu; U. Khubaani.,Fruits,3,vegetarian eggetarian fishetarian veg,56.404,85.75,0.64,0.59,10.93,1.47,1.15101,0.185,0.34233,0.319,0.02333,0.319,4.36,0.00018,0.00542,6e-06,0.00112,0.00429,0.02733,0.095,0.0016,0.00026
E007,Avocado fruit,Persea americana,B.  Kulunashpati; H. Makhanphal; Kan. Bennephala/Bennehannu; Kash. Goshtub tang; Mal. Aathachakka/ Venna-pazham; Mar. Makhan phal; P. Makhan phal; Tam. Vennaipazham.,Fruits,1,vegetarian eggetarian fishetarian veg,144.356,73.56,13.86,6.69,1.75,2.95,2.625795,1.237,9.851,1.15125,8.71,1.141,1.65,0.0,0.02848,2e-06,0.00081,0.04814,0.06314,0.377,0.00281,0.00075
E008,Bael fruit,Aegle marmelos,"B. Bel; E. Indian bael, Bengal quince, Golden apple, Japanese bitter orange, Stone apple, Wood apple; G. Bila; H. Bel; Kh. Soh bel; Mal. Vilwa pazham; M. Heiri Khagok; P. Bhel; Mar. Bel; Tam. Vilwa pazham; Tel. Marendu pandu.",Fruits,1,vegetarian eggetarian fishetarian veg,135.991,61.36,0.57,6.31,28.21,2.63,2.39593,0.19,0.266,0.15319,0.112,0.154,16.35,0.0,0.04795,2e-06,0.00023,0.0341,0.03729,0.409,0.00156,0.00014
E009,"Banana, ripe, montham",Musa x paradisiaca,A. Poka kol; B. Kola(paka); G. Paka keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait syiem; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella;   S. Kadalii; Tam. Vazha pazham; Tel. Arati pandu; U. Kela.,Fruits,1,vegetarian eggetarian fishetarian veg,110.657,70.13,0.32,2.21,24.95,1.25,1.192625,0.11,0.14638,0.13157,0.01438,0.132,14.9,0.0,0.00677,1.7e-05,0.0004,0.03022,0.02085,0.362,0.00125,0.00015
E010,"Banana, ripe, poovam",Musa x paradisiaca,A. Poka kol; B. Kola (paka); G. Paka keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait mon/ ja; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella; S. Kadalii; Tam. Vazha pazham; Tel. Arati pandu; U. Kela.,Fruits,2,vegetarian eggetarian fishetarian veg,106.355,71.32,0.35,2.33,23.41,1.49,1.511605,0.113,0.16729,0.13517,0.03229,0.135,12.54,0.0,0.00873,1e-05,0.00035,0.04379,0.03363,0.335,0.001,0.00017
E011,"Banana, ripe, red",Musa x paradisiaca,A. Poka kol; B. Kola (paka); G. Lal paka keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait saw; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella; S. Kadalii; Tam. Sevvazhaipazham; Tel. Arati pandu; U. Kela.,Fruits,1,vegetarian eggetarian fishetarian veg,111.613,70.28,0.29,1.98,25.21,1.29,1.272069,0.106,0.12578,0.10789,0.01778,0.108,14.57,0.0,0.00956,8e-06,0.00024,0.03144,0.02327,0.313,0.00111,9e-05
E012,"Banana, ripe, robusta",Musa x paradisiaca,A. Poka kol; B. Kola (paka); G. keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait jaji; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella; S. Kadalii; Tam. Vazhaipazham; Tel. Arati pandu; U. Kela.,Fruits,6,vegetarian eggetarian fishetarian veg,105.16,71.93,0.33,1.94,23.63,1.23,1.149312,0.114,0.14789,0.12694,0.02089,0.127,13.65,0.0,0.00507,7e-06,0.00028,0.03498,0.02432,0.306,0.00085,0.00014
E013,Black berry,Rubus fruticosus,A. Kola jamu; B. Kalojam; E. Blackberry; G. Jambu; H. Kala Jamun; Kan. Neralai; Kh. Soh jam/ Soh jamun; Mal. Naval pazham; M. Jaam; Mar. Jambhool; O. Jamukoli; P. Jamun; Tam. Nagapazham; Tel. Neredupandu.,Fruits,5,vegetarian eggetarian fishetarian veg,54.253,82.94,0.63,4.35,10.64,0.92,0.905188,0.195,0.32171,0.23324,0.08771,0.234,7.61,0.0,0.02381,0.0,0.00063,0.0309,0.02008,0.205,0.00121,0.00011
E014,"Cherries, red",Prunus cerasus,G. Cherry; H. Gilas; Kan. Kadugempu; Kash. Gilas; Kh. Soh sherri; Mal. Cherrypazham; Mar. Cherry phal; P. Cherry; Tam. Cherry pazham; Tel. Cherri pandu.,Fruits,4,vegetarian eggetarian fishetarian veg,59.75,83.61,0.46,2.12,11.87,1.49,1.48106,0.125,0.28285,0.18755,0.09585,0.187,10.72,5e-05,0.02388,1e-05,0.00036,0.01437,0.02531,0.165,0.00164,0.00012
E015,"Currants, black",Ribes nigrum,"A. kismis; E. Zante currants, Corinth raisins, Corinthian raisins; G. kadi draksh; H. Munakka; Kan. Nerale hannu; Kh. Soh kismis iong; Mal. Najavalppazham; Mar. Kala pravaha; Tam. Karunthiratcha; Tel. Nalla Kishmish; U. kala kishmish.",Fruits,1,vegetarian eggetarian fishetarian veg,54.253,83.27,0.53,4.07,9.93,1.51,1.459113,0.08333,0.34106,0.03905,0.302,0.03906,6.33,0.0,0.04032,3.1e-05,0.00136,0.01666,0.0788,0.283,0.00145,0.00021
E016,Custard apple,Annona squamosa,"A. Sitaphal; B. Ata; E. Sugar apple, Sweetsop; G. Sitapad; H. Sharifa; Kan. Sharifa; O. Ata; Mal., Mar. Sitaphal; P. Sharifa; Tam. Seethapazham; Tel. Sitaphalam.",Fruits,1,vegetarian eggetarian fishetarian veg,98.946,71.55,0.67,5.1,20.38,1.62,1.550826,0.138,0.17174,0.13203,0.03974,0.132,13.35,0.0,0.0282,3e-06,0.00042,0.03847,0.04081,0.278,0.00311,0.00022
E017,"Dates, dry, pale brown",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Kharek; H. Chuhara; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Chawara; S. Kharjura; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,Fruits,6,vegetarian eggetarian fishetarian veg,320.26,11.14,0.35,8.95,74.91,2.45,2.04526,0.09703,0.18943,0.15949,0.03043,0.159,66.63,0.00062,0.0712,2.2e-05,0.0032,0.07379,0.07302,0.804,0.00327,0.0007
E018,"Dates, dry, dark brown",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Chuhara; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Chawara; S. Kharjura;   Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,Fruits,2,vegetarian eggetarian fishetarian veg,310.939,13.13,0.35,9.1,72.67,2.38,1.937558,0.114,0.166,0.14535,0.021,0.145,68.84,0.0,0.06613,1.7e-05,0.00479,0.07523,0.07026,0.782,0.00309,0.00058
